balcony,bath,bhk,price,site_location,total_sqft,area_type
2,2,2,45,Somwar Peth,1187,Super built-up  Area
2,2,2,45,Uruli Devachi,1070,Built-up  Area
2,2,2,45,Vadgaon Budruk,946,Super built-up  Area
2,2,2,45,Wadgaon Sheri,918,Super built-up  Area
2,2,2,45,Wadgaon Sheri,1250,Built-up  Area
2,2,2,45,Wakadewadi,1230,Built-up  Area
2,2,2,45,Warje,1224,Built-up  Area
2,2,2,45,Yerawada,890,Built-up  Area
2,2,2,45,Yerawada,975,Super built-up  Area
2,2,2,45,Yerawada,1165,Super built-up  Area
2,2,2,45,Yerawada,1185,Super built-up  Area
2,2,2,45.35,Tilak Road,1055,Super built-up  Area
2,2,2,45.5,Bhavani Peth,1025,Super built-up  Area
2,2,2,45.5,Market yard,1035,Super built-up  Area
2,2,2,45.56,Model colony,1125,Super built-up  Area
2,2,2,45.6,Jangali Maharaj Road,1200,Super built-up  Area
2,2,2,45.6,Kondhwa Budruk,1200,Super built-up  Area
2,2,2,45.75,Yerawada,1020,Super built-up  Area
2,2,2,45.79,Baner,1145,Super built-up  Area
2,2,2,45.8,Kalyani Nagar,1075,Super built-up  Area
2,2,2,45.88,Vishrant Wadi,1240,Super built-up  Area
2,2,2,45.9,Narayan Peth,1021,Super built-up  Area
2,2,2,46,Anandnagar,1010,Built-up  Area
2,2,2,46,Anandnagar,1194,Super built-up  Area
2,2,2,46,Aundh Road,1145,Super built-up  Area
2,2,2,46,Baner,1140,Super built-up  Area
2,2,2,46,Baner road,1200,Super built-up  Area
2,2,2,46,Bhandarkar Road,1140,Super built-up  Area
2,2,2,46,Bhandarkar Road,1194,Super built-up  Area
2,2,2,46,Budhwar Peth,1080,Built-up  Area
2,2,2,46,Camp,1194,Super built-up  Area
2,2,2,46,Chandan Nagar,1050,Super built-up  Area
2,2,2,46,Chandan Nagar,1140,Super built-up  Area
2,2,2,46,Dapodi,1145,Super built-up  Area
2,2,2,46,Deccan Gymkhana,1070,Super built-up  Area
2,2,2,46,Dehu Road,1200,Super built-up  Area
2,2,2,46,Dehu Road,1243,Super built-up  Area
2,2,2,46,Dhayari Phata,1220,Super built-up  Area
2,2,2,46,Erandwane,1151,Super built-up  Area
2,2,2,46,Fatima Nagar,1243,Super built-up  Area
2,2,2,46,Ganesh Peth,1243,Super built-up  Area
2,2,2,46,Ganeshkhind,1194,Super built-up  Area
2,2,2,46,Ghorpade Peth,1140,Super built-up  Area
2,2,2,46,Ghorpadi,1194,Super built-up  Area
2,2,2,46,Gokhale Nagar,1140,Built-up  Area
2,2,2,46,Guruwar peth,1194,Super built-up  Area
2,2,2,46,Kalyani Nagar,1050,Super built-up  Area
2,2,2,46,Karve Nagar,1021,Super built-up  Area
2,2,2,46,Karve Nagar,1040,Super built-up  Area
2,2,2,46,Katraj,1243,Super built-up  Area
2,2,2,46,Khadki,1194,Super built-up  Area
2,2,2,46,Kondhwa,1040,Super built-up  Area
2,2,2,46,Kondhwa Budruk,1140,Super built-up  Area
2,2,2,46,Kondhwa Budruk,1243,Super built-up  Area
2,2,2,46,Kondhwa Khurd,1194,Super built-up  Area
2,2,2,46,Koregaon Park,1243,Super built-up  Area
2,2,2,46,Law College Road,1243,Super built-up  Area
2,2,2,46,Laxmi Road,1113,Built-up  Area
2,2,2,46,Mangalwar peth,1135,Super built-up  Area
2,2,2,46,Model colony,1100,Super built-up  Area
2,2,2,46,Model colony,1150,Super built-up  Area
2,2,2,46,Mukund Nagar,1125,Super built-up  Area
2,2,2,46,Nagar Road,1243,Super built-up  Area
2,2,2,46,Nana Peth,1145,Built-up  Area
2,2,2,46,Nana Peth,1243,Super built-up  Area
2,2,2,46,Pashan,930,Super built-up  Area
2,2,2,46,Pashan,1140,Super built-up  Area
2,2,2,46,Pashan,1243,Super built-up  Area
2,2,2,46,Rasta Peth,1194,Super built-up  Area
2,2,2,46,Raviwar Peth,1145,Super built-up  Area
2,2,2,46,Salunke Vihar,1140,Super built-up  Area
2,2,2,46,Senapati Bapat Road,1243,Super built-up  Area
2,2,2,46,Sinhagad Road,1170,Super built-up  Area
2,2,2,46,Uruli Devachi,1194,Super built-up  Area
2,2,2,46,Uruli Devachi,1243,Super built-up  Area
2,2,2,46,Vadgaon Budruk,1088,Super built-up  Area
2,2,2,46,Vadgaon Budruk,1140,Super built-up  Area
2,2,2,46,Vadgaon Budruk,1156,Super built-up  Area
2,2,2,46,Vadgaon Budruk,1243,Super built-up  Area
2,2,2,46,Viman Nagar,1156,Super built-up  Area
2,2,2,46,Wagholi,1140,Super built-up  Area
2,2,2,46,Wagholi,1200,Super built-up  Area
2,2,2,46,Wakadewadi,1140,Super built-up  Area
2,2,2,46,Wanowrie,1194,Super built-up  Area
2,2,2,46,Wanowrie,1243,Super built-up  Area
2,2,2,46,Warje,920,Super built-up  Area
2,2,2,46,Warje,1194,Super built-up  Area
2,2,2,46,Yerawada,1200,Super built-up  Area
2,2,2,46.13,Karve Road,1200,Plot  Area
2,2,2,46.17,Lulla Nagar,1200,Built-up  Area
2,2,2,46.2,Laxmi Road,1100,Super built-up  Area
2,2,2,46.37,Law College Road,1105,Super built-up  Area
2,2,2,46.39,Pune Railway Station,1160,Super built-up  Area
2,2,2,46.41,Satara Road,1190,Super built-up  Area
2,2,2,46.5,Budhwar Peth,1200,Super built-up  Area
2,2,2,46.5,Ganeshkhind,1140,Super built-up  Area
2,2,2,46.5,Narayan Peth,1030,Super built-up  Area
2,2,2,46.5,Wagholi,1110,Super built-up  Area
2,2,2,46.6,Alandi Road,1265,Super built-up  Area
2,2,2,46.62,Market yard,1260,Super built-up  Area
2,2,2,46.7,Yerawada,950,Super built-up  Area
2,2,2,46.79,Hadapsar,1170,Super built-up  Area
2,2,2,46.8,Kondhwa,1170,Super built-up  Area
2,2,2,46.8,Uruli Devachi,1200,Super built-up  Area
2,2,2,46.86,Salunke Vihar,1225,Super built-up  Area
2,2,2,46.9,Karve Road,1156,Super built-up  Area
2,2,2,47,Aundh,1175,Super built-up  Area
2,2,2,47,Aundh Road,1194,Super built-up  Area
2,2,2,47,Baner,1154,Super built-up  Area
2,2,2,47,Bhavani Peth,950,Carpet  Area
2,2,2,47,Budhwar Peth,1194,Super built-up  Area
2,2,2,47,Budhwar Peth,1225,Super built-up  Area
2,2,2,47,Bund Garden Road,1194,Super built-up  Area
2,2,2,47,Camp,1100,Super built-up  Area
2,2,2,47,Camp,1175,Super built-up  Area
2,2,2,47,Deccan Gymkhana,1150,Super built-up  Area
2,2,2,47,Dhayari Phata,1254,Super built-up  Area
2,2,2,47,Ghorpadi,1194,Super built-up  Area
2,2,2,47,Hadapsar Industrial Estate,1225,Super built-up  Area
2,2,2,47,Hingne Khurd,1194,Super built-up  Area
2,2,2,47,Katraj,1100,Super built-up  Area
2,2,2,47,Khadki,1194,Super built-up  Area
2,2,2,47,Kondhwa,1194,Super built-up  Area
2,2,2,47,Koregaon Park,1225,Super built-up  Area
2,2,2,47,Law College Road,914,Built-up  Area
2,2,2,47,Manik Bagh,1165,Super built-up  Area
2,2,2,47,Manik Bagh,1200,Super built-up  Area
2,2,2,47,Market yard,1275,Super built-up  Area
2,2,2,47,Narayangaon,1185,Super built-up  Area
2,2,2,47,Navi Peth,1262,Super built-up  Area
2,2,2,47,Parvati Darshan,1194,Super built-up  Area
2,2,2,47,Prabhat Road,1194,Super built-up  Area
2,2,2,47,Rasta Peth,1194,Super built-up  Area
2,2,2,47,Salunke Vihar,1100,Super built-up  Area
2,2,2,47,Shaniwar Peth,1194,Super built-up  Area
2,2,2,47,Shaniwar Peth,1250,Super built-up  Area
2,2,2,47,Shivaji Nagar,1194,Super built-up  Area
2,2,2,47,Shukrawar Peth,1194,Super built-up  Area
2,2,2,47,Vishrant Wadi,1194,Super built-up  Area
2,2,2,47,Wagholi,1050,Super built-up  Area
2,2,2,47,Wakadewadi,1062,Super built-up  Area
2,2,2,47,Wakadewadi,1194,Super built-up  Area
2,2,2,47,Warje,1058,Super built-up  Area
2,2,2,47,Yerawada,1235,Super built-up  Area
2,2,2,47.12,Kothrud,1240,Super built-up  Area
2,2,2,47.25,Satara Road,1050,Super built-up  Area
2,2,2,47.32,Erandwane,1157,Super built-up  Area
2,2,2,47.32,Wakadewadi,1157,Super built-up  Area
2,2,2,47.35,Ghorpadi,1246,Super built-up  Area
2,2,2,47.39,Dhankawadi,1185,Super built-up  Area
2,2,2,47.5,Budhwar Peth,1070,Super built-up  Area
2,2,2,47.6,Bibvewadi,1225,Built-up  Area
2,2,2,47.88,Guruwar peth,1225,Super built-up  Area
2,2,2,47.88,Senapati Bapat Road,1260,Super built-up  Area
2,2,2,48,Deccan Gymkhana,1231,Super built-up  Area
2,2,2,48,Dhankawadi,1100,Super built-up  Area
2,2,2,48,Dhankawadi,1200,Super built-up  Area
2,2,2,48,Dhayari Phata,941,Super built-up  Area
2,2,2,48,Erandwane,1225,Super built-up  Area
2,2,2,48,Ganeshkhind,943,Built-up  Area
2,2,2,48,Ghorpadi,960,Built-up  Area
2,2,2,48,Hingne Khurd,1213,Super built-up  Area
2,2,2,48,Jangali Maharaj Road,918,Super built-up  Area
2,2,2,48,Karve Road,1225,Super built-up  Area
2,2,2,48,Kasba Peth,1225,Super built-up  Area
2,2,2,48,Kondhwa Budruk,1007,Built-up  Area
2,2,2,48,Koregaon Park,965,Built-up  Area
2,2,2,48,Kothrud,1419,Super built-up  Area
2,2,2,48,Lulla Nagar,1145,Super built-up  Area
2,2,2,48,Mangalwar peth,925,Built-up  Area
2,2,2,48,Mangalwar peth,1075,Super built-up  Area
2,2,2,48,Manik Bagh,1090,Super built-up  Area
2,2,2,48,Manik Bagh,1225,Built-up  Area
2,2,2,48,Market yard,1225,Super built-up  Area
2,2,2,48,Mukund Nagar,1200,Super built-up  Area
2,2,2,48,Narayan Peth,1000,Built-up  Area
2,2,2,48,Narayan Peth,1279,Super built-up  Area
2,2,2,48,Navi Peth,1033,Built-up  Area
2,2,2,48,Navi Peth,1272,Super built-up  Area
2,2,2,48,Padmavati,1225,Super built-up  Area
2,2,2,48,Parvati Darshan,925,Built-up  Area
2,2,2,48,Pashan,1180,Super built-up  Area
2,2,2,48,Prabhat Road,1045,Super built-up  Area
2,2,2,48,Sadashiv Peth,1311,Super built-up  Area
2,2,2,48,Sasson Road,1050,Super built-up  Area
2,2,2,48,Sasson Road,1096,Super built-up  Area
2,2,2,48,Sasson Road,1219,Super built-up  Area
2,2,2,48,Satara Road,1088,Super built-up  Area
2,2,2,48,Senapati Bapat Road,1000,Built-up  Area
2,2,2,48,Senapati Bapat Road,1100,Super built-up  Area
2,2,2,48,Shukrawar Peth,1100,Super built-up  Area
2,2,2,48,Somwar Peth,1100,Super built-up  Area
2,2,2,48,Tilak Road,1050,Super built-up  Area
2,2,2,48,Vishrant Wadi,1060,Super built-up  Area
2,2,2,48,Wagholi,1230,Super built-up  Area
2,2,2,48,Wakadewadi,915,Super built-up  Area
2,2,2,48.1,Fergusson College Road,1419,Super built-up  Area
2,2,2,48.1,Law College Road,1419,Super built-up  Area
2,2,2,48.27,Kalyani Nagar,1175,Super built-up  Area
2,2,2,48.27,Narayan Peth,1175,Super built-up  Area
2,2,2,48.4,Nana Peth,1128,Super built-up  Area
2,2,2,48.42,Ambegaon Budruk,1274,Super built-up  Area
2,2,2,48.45,Dapodi,1020,Super built-up  Area
2,2,2,48.45,Prabhat Road,1020,Super built-up  Area
2,2,2,48.5,Manik Bagh,1250,Super built-up  Area
2,2,2,48.5,Sadashiv Peth,1243,Super built-up  Area
2,2,2,48.53,Swargate,1000,Super built-up  Area
2,2,2,48.77,other,1151,Super built-up  Area
2,2,2,48.79,Karve Nagar,1220,Super built-up  Area
2,2,2,48.95,Dhayari Phata,1020,Super built-up  Area
2,2,2,48.95,Jangali Maharaj Road,1140,Super built-up  Area
2,2,2,49,Ambegaon Budruk,1160,Super built-up  Area
2,2,2,49,Bopodi,1070,Super built-up  Area
2,2,2,49,Dehu Road,902,Super built-up  Area
2,2,2,49,Dhole Patil Road,914,Super built-up  Area
2,2,2,49,Gultekdi,1120,Super built-up  Area
2,2,2,49,Kalyani Nagar,952,Built-up  Area
2,2,2,49,Kharadi,1033,Super built-up  Area
2,2,2,49,Lulla Nagar,1030,Built-up  Area
2,2,2,49,Lulla Nagar,1150,Super built-up  Area
2,2,2,49,Mahatma Gandhi Road,929,Super built-up  Area
2,2,2,49,Manik Bagh,996,Super built-up  Area
2,2,2,49,Salunke Vihar,1200,Super built-up  Area
2,2,2,49,Satara Road,1035,Super built-up  Area
2,2,2,49,Satara Road,1141,Super built-up  Area
2,2,2,49,Shaniwar Peth,940,Built-up  Area
2,2,2,49,Shaniwar Peth,1100,Super built-up  Area
2,2,2,49,Wagholi,1140,Super built-up  Area
2,2,2,49.11,Aundh,1140,Super built-up  Area
2,2,2,49.11,Aundh Road,1140,Super built-up  Area
2,2,2,49.2,Raviwar Peth,1035,Super built-up  Area
2,2,2,49.35,Mangalwar peth,1179,Super built-up  Area
2,2,2,49.5,Balaji Nagar,1156,Built-up  Area
2,2,2,49.5,Baner road,1145,Super built-up  Area
2,2,2,49.5,Ganesh Peth,943,Super built-up  Area
2,2,2,49.5,Mukund Nagar,1145,Super built-up  Area
2,2,2,49.5,Nana Peth,1200,Super built-up  Area
2,2,2,49.5,Pune Railway Station,1260,Super built-up  Area
2,2,2,49.5,Raviwar Peth,1100,Super built-up  Area
2,2,2,49.5,Swargate,1225,Super built-up  Area
2,2,2,49.5,Viman Nagar,1275,Super built-up  Area
2,2,2,49.73,Shaniwar Peth,1105,Super built-up  Area
2,2,2,49.85,Bibvewadi,1019,Super built-up  Area
2,2,2,49.85,Mangalwar peth,1215,Super built-up  Area
2,2,2,49.86,Laxmi Road,1019,Super built-up  Area
2,2,2,49.86,Paud Road,1019,Super built-up  Area
2,2,2,49.9,Bhavani Peth,966,Super built-up  Area
2,2,2,50,Alandi Road,1040,Built-up  Area
2,2,2,50,Alandi Road,1084,Super built-up  Area
2,2,2,50,Ambegaon Budruk,1115,Super built-up  Area
2,2,2,50,Aundh,1140,Super built-up  Area
2,2,2,50,Aundh Road,1100,Built-up  Area
2,2,2,50,Baner,1175,Super built-up  Area
2,2,2,50,Baner,1231,Super built-up  Area
2,2,2,50,Bhandarkar Road,1175,Super built-up  Area
2,2,2,50,Bhandarkar Road,1180,Super built-up  Area
2,2,2,50,Bhandarkar Road,1200,Super built-up  Area
2,2,2,50,Bibvewadi,966,Super built-up  Area
2,2,2,50,Budhwar Peth,1015,Built-up  Area
2,2,2,50,Bund Garden Road,1115,Super built-up  Area
2,2,2,50,Camp,960,Super built-up  Area
2,2,2,50,Camp,1052,Super built-up  Area
2,2,2,50,Chandan Nagar,1000,Built-up  Area
2,2,2,50,Deccan Gymkhana,1199,Built-up  Area
2,2,2,50,Deccan Gymkhana,1272,Super built-up  Area
2,2,2,50,Dhole Patil Road,1105,Super built-up  Area
2,2,2,50,Fatima Nagar,1070,Built-up  Area
2,2,2,50,Fatima Nagar,1100,Built-up  Area
2,2,2,50,Ganesh Peth,1180,Built-up  Area
2,2,2,50,Ganeshkhind,1115,Super built-up  Area
2,2,2,50,Guruwar peth,1140,Super built-up  Area
2,2,2,50,Hadapsar Industrial Estate,1100,Built-up  Area
2,2,2,50,Hadapsar Industrial Estate,1115,Super built-up  Area
2,2,2,50,Hadapsar Industrial Estate,1300,Built-up  Area
2,2,2,50,Jangali Maharaj Road,1255,Built-up  Area
2,2,2,50,Kalyani Nagar,1200,Built-up  Area
2,2,2,50,Kasba Peth,940,Super built-up  Area
2,2,2,50,Katraj,1000,Super built-up  Area
2,2,2,50,Khadki,1115,Super built-up  Area
2,2,2,50,Kharadi,1025,Super built-up  Area
2,2,2,50,Kharadi,1100,Built-up  Area
2,2,2,50,Kharadi,1115,Super built-up  Area
2,2,2,50,Kondhwa Khurd,1200,Super built-up  Area
2,2,2,50,Koregaon Park,1030,Built-up  Area
2,2,2,50,Koregaon Park,1050,Super built-up  Area
2,2,2,50,Kothrud,1200,Super built-up  Area
2,2,2,50,Lulla Nagar,1120,Built-up  Area
2,2,2,50,Manik Bagh,1080,Super built-up  Area
2,2,2,50,Market yard,1000,Super built-up  Area
2,2,2,50,Model colony,1000,Super built-up  Area
2,2,2,50,Mukund Nagar,990,Super built-up  Area
2,2,2,50,Mundhawa,975,Carpet  Area
2,2,2,50,Mundhawa,1125,Super built-up  Area
2,2,2,50,Nana Peth,1200,Super built-up  Area
2,2,2,50,Narayan Peth,1197,Super built-up  Area
2,2,2,50,Narayangaon,1075,Super built-up  Area
2,2,2,50,Navi Peth,945,Built-up  Area
2,2,2,50,Navi Peth,1325,Super built-up  Area
2,2,2,50,Paud Road,1115,Super built-up  Area
2,2,2,50,Pirangut,1175,Super built-up  Area
2,2,2,50,Prabhat Road,950,Super built-up  Area
2,2,2,50,Pune Railway Station,1100,Super built-up  Area
2,2,2,50,Pune Railway Station,1115,Super built-up  Area
2,2,2,50,Rasta Peth,1200,Super built-up  Area
2,2,2,50,Raviwar Peth,918,Super built-up  Area
2,2,2,50,Sahakar Nagar,1100,Super built-up  Area
2,2,2,50,Shaniwar Peth,1065,Super built-up  Area
2,2,2,50,Shivaji Nagar,1040,Super built-up  Area
2,2,2,50,Shivaji Nagar,1100,Built-up  Area
2,2,2,50,Shivaji Nagar,1120,Super built-up  Area
2,2,2,50,Shivaji Nagar,1315,Super built-up  Area
2,2,2,50,Shukrawar Peth,1200,Super built-up  Area
2,2,2,50,Sinhagad Road,1080,Built-up  Area
2,2,2,50,Somwar Peth,1190,Super built-up  Area
2,2,2,50,Tilak Road,905,Super built-up  Area
2,2,2,50,Tilak Road,1115,Super built-up  Area
2,2,2,50,Uruli Devachi,1200,Built-up  Area
2,2,2,50,Wagholi,1040,Super built-up  Area
2,2,2,50,Wagholi,1050,Super built-up  Area
2,2,2,50,Wanowrie,1050,Super built-up  Area
2,2,2,50,Yerawada,1176,Super built-up  Area
2,2,2,50.5,Wagholi,1151,Super built-up  Area
2,2,2,50.66,Budhwar Peth,1140,Super built-up  Area
2,2,2,50.66,Ganeshkhind,1190,Super built-up  Area
2,2,2,50.66,Rasta Peth,1140,Super built-up  Area
2,2,2,50.66,Raviwar Peth,1140,Super built-up  Area
2,2,2,50.75,Karve Road,1450,Super built-up  Area
2,2,2,50.89,Fatima Nagar,1220,Super built-up  Area
2,2,2,51,Baner,1234,Built-up  Area
2,2,2,51,Kalyani Nagar,925,Super built-up  Area
2,2,2,51,Mukund Nagar,1200,Super built-up  Area
2,2,2,51,Nagar Road,1150,Super built-up  Area
2,2,2,51,Padmavati,1110,Super built-up  Area
2,2,2,51,Salunke Vihar,1145,Super built-up  Area
2,2,2,51,Shukrawar Peth,1052,Super built-up  Area
2,2,2,51,Vadgaon Budruk,1195,Super built-up  Area
2,2,2,51.15,Kalyani Nagar,1196,Super built-up  Area
2,2,2,51.47,Warje,1175,Super built-up  Area
2,2,2,51.5,Bopodi,1272,Super built-up  Area
2,2,2,51.5,Ganeshkhind,1272,Super built-up  Area
2,2,2,51.5,Narayan Peth,1272,Super built-up  Area
2,2,2,51.51,Bopodi,1196,Super built-up  Area
2,2,2,51.6,Ghorpadi,1307,Super built-up  Area
2,2,2,52,Ambegaon Budruk,1140,Built-up  Area
2,2,2,52,Anandnagar,1052,Built-up  Area
2,2,2,52,Aundh,1305,Built-up  Area
2,2,2,52,Balaji Nagar,1180,Built-up  Area
2,2,2,52,Chandan Nagar,1110,Super built-up  Area
2,2,2,52,Dehu Road,1022,Super built-up  Area
2,2,2,52,Erandwane,1150,Super built-up  Area
2,2,2,52,Ganesh Peth,1220,Super built-up  Area
2,2,2,52,Ganesh Peth,1275,Built-up  Area
2,2,2,52,Ghorpade Peth,1325,Super built-up  Area
2,2,2,52,Ghorpadi,1060,Super built-up  Area
2,2,2,52,Gultekdi,1170,Built-up  Area
2,2,2,52,Guruwar peth,1200,Super built-up  Area
2,2,2,52,Hadapsar Industrial Estate,1020,Super built-up  Area
2,2,2,52,Jangali Maharaj Road,1100,Super built-up  Area
2,2,2,52,Karve Road,1427,Super built-up  Area
2,2,2,52,Katraj,1200,Super built-up  Area
2,2,2,52,Khadki,1200,Built-up  Area
2,2,2,52,Laxmi Road,918,Super built-up  Area
2,2,2,52,Mahatma Gandhi Road,1290,Super built-up  Area
2,2,2,52,Nagar Road,1067,Super built-up  Area
2,2,2,52,Nagar Road,1076,Super built-up  Area
2,2,2,52,Narayangaon,1008,Super built-up  Area
2,2,2,52,Padmavati,1140,Super built-up  Area
2,2,2,52,Pune Railway Station,1280,Super built-up  Area
2,2,2,52,Rasta Peth,1100,Super built-up  Area
2,2,2,52,Raviwar Peth,1156,Built-up  Area
2,2,2,52,Senapati Bapat Road,1200,Super built-up  Area
2,2,2,52,Shivaji Nagar,1270,Super built-up  Area
2,2,2,52,Shukrawar Peth,1100,Super built-up  Area
2,2,2,52,Sinhagad Road,1220,Built-up  Area
2,2,2,52,Swargate,1200,Built-up  Area
2,2,2,52,Swargate,1225,Super built-up  Area
2,2,2,52,Tilak Road,1317,Super built-up  Area
2,2,2,52,Wanowrie,1200,Super built-up  Area
2,2,2,52,Yerawada,1200,Built-up  Area
2,2,2,52.07,Deccan Gymkhana,1050,Super built-up  Area
2,2,2,52.07,Erandwane,1050,Super built-up  Area
2,2,2,52.08,Dapodi,1050,Super built-up  Area
2,2,2,52.08,Market yard,1050,Super built-up  Area
2,2,2,52.1,Parvati Darshan,1050,Super built-up  Area
2,2,2,52.2,Rasta Peth,1160,Super built-up  Area
2,2,2,52.25,Manik Bagh,1071,Super built-up  Area
2,2,2,52.35,Tilak Road,1255,Super built-up  Area
2,2,2,52.43,Alandi Road,1075,Super built-up  Area
2,2,2,52.5,Ambegaon Budruk,1200,Super built-up  Area
2,2,2,52.5,Ganesh Peth,1050,Super built-up  Area
2,2,2,52.5,Kasba Peth,1050,Super built-up  Area
2,2,2,52.5,Mukund Nagar,1050,Super built-up  Area
2,2,2,52.5,Sahakar Nagar,1050,Super built-up  Area
2,2,2,52.5,Wakadewadi,1066,Super built-up  Area
2,2,2,52.6,Pashan,1240,Super built-up  Area
2,2,2,52.71,Dhayari Phata,1226,Super built-up  Area
2,2,2,52.71,Narayan Peth,1050,Super built-up  Area
2,2,2,52.76,Chandan Nagar,1255,Super built-up  Area
2,2,2,52.76,Fatima Nagar,1235,Super built-up  Area
2,2,2,52.76,Kondhwa,1235,Super built-up  Area
2,2,2,52.79,Viman Nagar,1035,Super built-up  Area
2,2,2,52.8,Wadgaon Sheri,1150,Super built-up  Area
2,2,2,52.86,Hingne Khurd,1175,Super built-up  Area
2,2,2,53,Balaji Nagar,1310,Built-up  Area
2,2,2,53,Bhavani Peth,1113.27,Super built-up  Area
2,2,2,53,Dehu Road,1200,Super built-up  Area
2,2,2,53,Kothrud,1075,Super built-up  Area
2,2,2,53,Kothrud,1210,Super built-up  Area
2,2,2,53,Mundhawa,1120,Super built-up  Area
2,2,2,53,Salunke Vihar,1260,Super built-up  Area
2,2,2,53,Satara Road,1000,Super built-up  Area
2,2,2,53,Vishrant Wadi,1075,Super built-up  Area
2,2,2,53,Wanowrie,1000,Built-up  Area
2,2,2,53.11,Shaniwar Peth,1170,Super built-up  Area
2,2,2,53.36,Senapati Bapat Road,1284,Super built-up  Area
2,2,2,53.49,Nagar Road,1227,Super built-up  Area
2,2,2,53.5,Anandnagar,1050,Super built-up  Area
2,2,2,53.5,Ganeshkhind,1255,Super built-up  Area
2,2,2,53.5,Hadapsar,1192,Super built-up  Area
2,2,2,53.5,Hadapsar Industrial Estate,1050,Super built-up  Area
2,2,2,53.5,Wagholi,1255,Super built-up  Area
2,2,2,53.67,Laxmi Road,1102,Super built-up  Area
2,2,2,53.67,Padmavati,1102,Super built-up  Area
2,2,2,53.67,Rasta Peth,1102,Super built-up  Area
2,2,2,53.67,Senapati Bapat Road,1102,Super built-up  Area
2,2,2,54,Alandi Road,1041,Super built-up  Area
2,2,2,54,Aundh,1094,Super built-up  Area
2,2,2,54,Fergusson College Road,1210,Super built-up  Area
2,2,2,54,Ganeshkhind,1250,Built-up  Area
2,2,2,54,Hingne Khurd,1200,Super built-up  Area
2,2,2,54,Khadki,1074,Super built-up  Area
2,2,2,54,Raviwar Peth,1350,Super built-up  Area
2,2,2,54,Vishrant Wadi,1357,Super built-up  Area
2,2,2,54,Wakadewadi,1141,Super built-up  Area
2,2,2,54,Warje,1357,Super built-up  Area
2,2,2,54,Yerawada,1050,Super built-up  Area
2,2,2,54.5,Bhandarkar Road,1155,Super built-up  Area
2,2,2,54.5,Ghorpadi,1255,Super built-up  Area
2,2,2,54.5,Satara Road,957,Super built-up  Area
2,2,2,54.89,Prabhat Road,1220,Super built-up  Area
2,2,2,55,Alandi Road,1065,Super built-up  Area
2,2,2,55,Alandi Road,1225,Super built-up  Area
2,2,2,55,Anandnagar,1277,Super built-up  Area
2,2,2,55,Anandnagar,1345,Built-up  Area
2,2,2,55,Aundh,1277,Built-up  Area
2,2,2,55,Aundh Road,1100,Super built-up  Area
2,2,2,55,Bhandarkar Road,1252,Super built-up  Area
2,2,2,55,Bibvewadi,1125,Super built-up  Area
2,2,2,55,Bopodi,1010,Super built-up  Area
2,2,2,55,Bopodi,1100,Super built-up  Area
2,2,2,55,Budhwar Peth,1260,Built-up  Area
2,2,2,55,Dapodi,1150,Super built-up  Area
2,2,2,55,Dehu Road,1055,Super built-up  Area
2,2,2,55,Dehu Road,1120,Super built-up  Area
2,2,2,55,Dhankawadi,982,Super built-up  Area
2,2,2,55,Dhayari Phata,1312,Super built-up  Area
2,2,2,55,Dhole Patil Road,1262,Super built-up  Area
2,2,2,55,Dhole Patil Road,1265,Super built-up  Area
2,2,2,55,Erandwane,850,Built-up  Area
2,2,2,55,Fatima Nagar,1035,Super built-up  Area
2,2,2,55,Fergusson College Road,1145,Super built-up  Area
2,2,2,55,Ganesh Peth,1200,Super built-up  Area
2,2,2,55,Ghorpade Peth,800,Built-up  Area
2,2,2,55,Ghorpadi,1190,Built-up  Area
2,2,2,55,Guruwar peth,1090,Super built-up  Area
2,2,2,55,Hadapsar,1134,Super built-up  Area
2,2,2,55,Hadapsar,1240,Super built-up  Area
2,2,2,55,Hadapsar Industrial Estate,1069,Super built-up  Area
2,2,2,55,Jangali Maharaj Road,812,Super built-up  Area
2,2,2,55,Jangali Maharaj Road,1200,Built-up  Area
2,2,2,55,Kalyani Nagar,1100,Super built-up  Area
2,2,2,55,Karve Nagar,1181,Super built-up  Area
2,2,2,55,Kasba Peth,1200,Super built-up  Area
2,2,2,55,Katraj,1044,Super built-up  Area
2,2,2,55,Katraj,1110,Super built-up  Area
2,2,2,55,Katraj,1339,Super built-up  Area
2,2,2,55,Khadki,1043,Carpet  Area
2,2,2,55,Kharadi,1120,Super built-up  Area
2,2,2,55,Law College Road,1300,Super built-up  Area
2,2,2,55,Lulla Nagar,871,Super built-up  Area
2,2,2,55,Mahatma Gandhi Road,1200,Built-up  Area
2,2,2,55,Mangalwar peth,1130,Super built-up  Area
2,2,2,55,Manik Bagh,1100,Super built-up  Area
2,2,2,55,Market yard,1100,Built-up  Area
2,2,2,55,Model colony,927,Super built-up  Area
2,2,2,55,Model colony,1100,Built-up  Area
2,2,2,55,Mukund Nagar,918,Super built-up  Area
2,2,2,55,Mukund Nagar,1080,Super built-up  Area
2,2,2,55,Mundhawa,1133,Super built-up  Area
2,2,2,55,Mundhawa,1150,Super built-up  Area
2,2,2,55,Nagar Road,1060,Built-up  Area
2,2,2,55,Narayan Peth,934,Super built-up  Area
2,2,2,55,Narayan Peth,1155,Super built-up  Area
2,2,2,55,Narayangaon,1045,Built-up  Area
2,2,2,55,Narayangaon,1200,Built-up  Area
